"","date","team1","team2","map","event"
"10997","7/2/19","Heroic (8)","Natus Vincere (16)","trn
                      Train","GG.BET ICE Challenge"
"10998","7/2/19","Chiefs (16)","Skyfire (3)","cch
                      Cache","ESEA MDL Season 30 Australia"
"10999","7/2/19","Skyfire (9)","Ground Zero (16)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"11000","7/2/19","Old Guys Club (16)","Final Feature (11)","nuke
                      Nuke","ESEA MDL Season 30 North America"
"11001","7/2/19","Stay Frosty (12)","The Fundamentals (16)","inf
                      Inferno","ESEA MDL Season 30 North America"
"11002","7/2/19","Win Scrims Not Matches (14)","Envy (16)","mrg
                      Mirage","IEM Sydney 2019 North America Closed Qualifier"
"11003","7/2/19","Envy (16)","Win Scrims Not Matches (13)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"11004","7/2/19","Denial (16)","MASSIVEimpact (10)","inf
                      Inferno","ESEA MDL Season 30 North America"
"11005","7/2/19","Bad News Bears (13)","Luminosity (16)","cch
                      Cache","IEM Sydney 2019 North America Closed Qualifier"
"11006","7/2/19","Luminosity (16)","Bad News Bears (14)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"11007","6/2/19","Quad (10)","Nocturns (16)","cch
                      Cache","ESL LA League Season 3 - Southern Cone"
"11008","6/2/19","Furious (14)","All Knights (16)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"11009","6/2/19","Swole Patrol (16)","Complexity (10)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"11010","6/2/19","Swole Patrol (16)","Complexity (13)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"11011","6/2/19","Complexity (16)","Swole Patrol (14)","cch
                      Cache","IEM Sydney 2019 North America Closed Qualifier"
"11012","6/2/19","eUnited (16)","Ghost (14)","nuke
                      Nuke","IEM Sydney 2019 North America Closed Qualifier"
"11013","6/2/19","Ghost (8)","eUnited (16)","mrg
                      Mirage","IEM Sydney 2019 North America Closed Qualifier"
"11014","6/2/19","paiN (16)","Evidence (7)","nuke
                      Nuke","ESL LA League Season 3 - Brazil"
"11015","6/2/19","Evidence (2)","paiN (16)","d2
                      Dust2","ESL LA League Season 3 - Brazil"
"11016","6/2/19","Nocturns (15)","Bring It On (15)","cch
                      Cache","ESL LA League Season 3 - Southern Cone"
"11017","6/2/19","Furious (16)","Young Blood (11)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"11018","6/2/19","Turma do Pagode (13)","Imperial (16)","nuke
                      Nuke","ESL LA League Season 3 - Brazil"
"11019","6/2/19","Imperial (16)","Turma do Pagode (6)","trn
                      Train","ESL LA League Season 3 - Brazil"
"11020","6/2/19","Bad News Bears (13)","Ghost (16)","trn
                      Train","IEM Sydney 2019 North America Closed Qualifier"
"11021","6/2/19","Bad News Bears (11)","Ghost (16)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"11022","6/2/19","Win Scrims Not Matches (14)","Complexity (16)","ovp
                      Overpass","IEM Sydney 2019 North America Closed Qualifier"
"11023","6/2/19","Win Scrims Not Matches (16)","Complexity (8)","trn
                      Train","IEM Sydney 2019 North America Closed Qualifier"
"11024","6/2/19","Win Scrims Not Matches (5)","Complexity (16)","d2
                      Dust2","IEM Sydney 2019 North America Closed Qualifier"
"11025","6/2/19","Valiance (9)","forZe (16)","trn
                      Train","IEM Sydney 2019 Europe Closed Qualifier"
"11026","6/2/19","Valiance (8)","forZe (16)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"11027","6/2/19","forZe (15)","Valiance (19)","mrg
                      Mirage","IEM Sydney 2019 Europe Closed Qualifier"
"11028","6/2/19","Swole Patrol (16)","Envy (13)","mrg
                      Mirage","IEM Sydney 2019 North America Closed Qualifier"
"11029","6/2/19","Envy (12)","Swole Patrol (16)","trn
                      Train","IEM Sydney 2019 North America Closed Qualifier"
"11030","6/2/19","eUnited (16)","Luminosity (6)","inf
                      Inferno","IEM Sydney 2019 North America Closed Qualifier"
"11031","6/2/19","Luminosity (16)","eUnited (19)","mrg
                      Mirage","IEM Sydney 2019 North America Closed Qualifier"
"11032","6/2/19","expert (8)","x-kom (16)","trn
                      Train","OGA Counter PIT Season 4"
"11033","6/2/19","expert (14)","x-kom (16)","cch
                      Cache","OGA Counter PIT Season 4"
"11034","6/2/19","expert (16)","x-kom (9)","nuke
                      Nuke","OGA Counter PIT Season 4"
"11035","6/2/19","Epsilon (14)","AGO (16)","cch
                      Cache","LOOT.BET HotShot Series Season 1"
"11036","6/2/19","AGO (16)","Epsilon (7)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"11037","6/2/19","AGO (8)","Epsilon (16)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"11038","6/2/19","NoChance (16)","Windigo (8)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"11039","6/2/19","Windigo (7)","NoChance (16)","mrg
                      Mirage","LOOT.BET HotShot Series Season 1"
"11040","6/2/19","Vexed (16)","LDLC (8)","inf
                      Inferno","United Masters League"
"11041","6/2/19","LDLC (16)","Vexed (10)","cch
                      Cache","United Masters League"
"11042","6/2/19","3DMAX (16)","G2 (10)","cch
                      Cache","IEM Sydney 2019 Europe Closed Qualifier"
"11043","6/2/19","G2 (7)","3DMAX (16)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"11044","6/2/19","3DMAX (13)","G2 (16)","trn
                      Train","IEM Sydney 2019 Europe Closed Qualifier"
"11045","6/2/19","BIG (16)","HellRaisers (4)","cch
                      Cache","IEM Sydney 2019 Europe Closed Qualifier"
"11046","6/2/19","HellRaisers (16)","BIG (8)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"11047","6/2/19","BIG (16)","HellRaisers (11)","mrg
                      Mirage","IEM Sydney 2019 Europe Closed Qualifier"
"11048","6/2/19","Chaos (16)","Nemiga (9)","mrg
                      Mirage","OGA Counter PIT Season 4"
"11049","6/2/19","Nemiga (7)","Chaos (16)","ovp
                      Overpass","OGA Counter PIT Season 4"
"11050","6/2/19","Nemiga (16)","Chaos (4)","d2
                      Dust2","OGA Counter PIT Season 4"
"11051","6/2/19","expert (2)","ENCE (16)","d2
                      Dust2","ESEA MDL Season 30 Europe"
"11052","6/2/19","x6tence Galaxy (16)","Tricked (4)","ovp
                      Overpass","United Masters League"
"11053","6/2/19","Tricked (4)","x6tence Galaxy (16)","mrg
                      Mirage","United Masters League"
"11054","6/2/19","AGO (14)","unknown (16)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"11055","6/2/19","unknown (7)","AGO (16)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"11056","6/2/19","unknown (16)","AGO (9)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"11057","6/2/19","3DMAX (16)","North (8)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"11058","6/2/19","AVANGAR (14)","Natus Vincere (16)","mrg
                      Mirage","GG.BET ICE Challenge"
"11059","6/2/19","AVANGAR (8)","Natus Vincere (16)","d2
                      Dust2","GG.BET ICE Challenge"
"11060","6/2/19","AVANGAR (19)","Natus Vincere (17)","ovp
                      Overpass","GG.BET ICE Challenge"
"11061","6/2/19","BIG (16)","Valiance (10)","trn
                      Train","IEM Sydney 2019 Europe Closed Qualifier"
"11062","6/2/19","Valiance (9)","BIG (16)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"11063","6/2/19","BIG (13)","Valiance (16)","mrg
                      Mirage","IEM Sydney 2019 Europe Closed Qualifier"
"11064","6/2/19","HellRaisers (16)","forZe (12)","trn
                      Train","IEM Sydney 2019 Europe Closed Qualifier"
"11065","6/2/19","forZe (11)","HellRaisers (16)","ovp
                      Overpass","IEM Sydney 2019 Europe Closed Qualifier"
"11066","6/2/19","HellRaisers (12)","forZe (16)","mrg
                      Mirage","IEM Sydney 2019 Europe Closed Qualifier"
"11067","6/2/19","G2 (16)","OpTic (6)","inf
                      Inferno","IEM Sydney 2019 Europe Closed Qualifier"
"11068","6/2/19","OpTic (5)","G2 (16)","d2
                      Dust2","IEM Sydney 2019 Europe Closed Qualifier"
"11069","6/2/19","x-kom (19)","Chaos (22)","trn
                      Train","LOOT.BET Season 1"
"11070","6/2/19","x-kom (10)","Chaos (16)","ovp
                      Overpass","LOOT.BET Season 1"
"11071","6/2/19","North (16)","Heroic (8)","trn
                      Train","GG.BET ICE Challenge"
"11072","6/2/19","Heroic (11)","North (16)","nuke
                      Nuke","GG.BET ICE Challenge"
"11073","6/2/19","Heroic (16)","North (8)","mrg
                      Mirage","GG.BET ICE Challenge"
"11074","6/2/19","PopoutBoyz (4)","Tainted Minds (16)","d2
                      Dust2","ESEA MDL Season 30 Australia"
"11075","6/2/19","Ground Zero (16)","Off The Grid (4)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"11076","6/2/19","PC419 (3)","Paradox (16)","d2
                      Dust2","ESEA MDL Season 30 Australia"
"11077","6/2/19","Ground Zero (5)","Tainted Minds (16)","mrg
                      Mirage","ESEA MDL Season 30 Australia"
"11078","6/2/19","Tainted Minds (5)","ORDER (16)","trn
                      Train","ESEA MDL Season 30 Australia"
"11079","6/2/19","TeamOne (19)","Denial (17)","mrg
                      Mirage","ESEA MDL Season 30 North America"
"11080","6/2/19","Singularity (13)","Infamous (16)","nuke
                      Nuke","ESEA MDL Season 30 North America"
"11081","6/2/19","Spacestation (16)","iNTACT (13)","nuke
                      Nuke","ESEA MDL Season 30 North America"
"11082","6/2/19","The Fundamentals (16)","Fragging for Andy (14)","cch
                      Cache","ESEA MDL Season 30 North America"
"11083","6/2/19","Stay Frosty (13)","Singularity (16)","ovp
                      Overpass","ESEA MDL Season 30 North America"
"11084","6/2/19","TeamOne (16)","Win Scrims Not Matches (2)","ovp
                      Overpass","ESEA MDL Season 30 North America"
"11085","5/2/19","Furious (16)","Bring It On (7)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"11086","5/2/19","Young Blood (16)","Quad (5)","inf
                      Inferno","ESL LA League Season 3 - Southern Cone"
"11087","5/2/19","W7M (16)","Sharks (10)","trn
                      Train","ESL LA League Season 3 - Brazil"
"11088","5/2/19","Sharks (14)","W7M (16)","cch
                      Cache","ESL LA League Season 3 - Brazil"
"11089","5/2/19","Sharks (16)","W7M (11)","inf
                      Inferno","ESL LA League Season 3 - Brazil"
"11090","5/2/19","Rejected (16)","Nocturns (6)","cch
                      Cache","ESL LA League Season 3 - Southern Cone"
"11091","5/2/19","HAVU (19)","Epsilon (22)","mrg
                      Mirage","LOOT.BET HotShot Series Season 1"
"11092","5/2/19","Epsilon (16)","HAVU (13)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"11093","5/2/19","Windigo (17)","3DMAX (19)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"11094","5/2/19","Windigo (21)","3DMAX (25)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"11095","5/2/19","NoChance (16)","ALTERNATE aTTaX (5)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"11096","5/2/19","ALTERNATE aTTaX (4)","NoChance (16)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"11097","5/2/19","ALTERNATE aTTaX (16)","NoChance (12)","cch
                      Cache","LOOT.BET HotShot Series Season 1"
"11098","5/2/19","Isurus (16)","DETONA (5)","mrg
                      Mirage","ESL LA League Season 3 - Brazil"
"11099","5/2/19","DETONA (3)","Isurus (16)","nuke
                      Nuke","ESL LA League Season 3 - Brazil"
"11100","5/2/19","AGO (2)","Valiance (16)","mrg
                      Mirage","United Masters League"
"11101","5/2/19","Valiance (16)","AGO (13)","trn
                      Train","United Masters League"
"11102","5/2/19","pro100 (16)","x-kom (10)","cch
                      Cache","LOOT.BET Season 1"
"11103","5/2/19","pro100 (3)","x-kom (16)","nuke
                      Nuke","LOOT.BET Season 1"
"11104","5/2/19","pro100 (16)","x-kom (12)","inf
                      Inferno","LOOT.BET Season 1"
"11105","5/2/19","expert (16)","SJ (11)","d2
                      Dust2","OGA Counter PIT Season 4"
"11106","5/2/19","expert (16)","SJ (12)","trn
                      Train","OGA Counter PIT Season 4"
"11107","5/2/19","3DMAX (16)","ALTERNATE aTTaX (10)","cch
                      Cache","LOOT.BET HotShot Series Season 1"
"11108","5/2/19","ALTERNATE aTTaX (4)","3DMAX (16)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"11109","5/2/19","unknown (16)","HAVU (12)","trn
                      Train","LOOT.BET HotShot Series Season 1"
"11110","5/2/19","HAVU (16)","unknown (8)","nuke
                      Nuke","LOOT.BET HotShot Series Season 1"
"11111","5/2/19","unknown (16)","HAVU (6)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"11112","5/2/19","EURONICS (8)","x6tence Galaxy (16)","d2
                      Dust2","United Masters League"
"11113","5/2/19","EURONICS (16)","x6tence Galaxy (19)","mrg
                      Mirage","United Masters League"
"11114","5/2/19","Vitality (16)","Chaos (6)","ovp
                      Overpass","ESEA MDL Season 30 Europe"
"11115","5/2/19","Unicorns of Love (6)","Sprout (16)","d2
                      Dust2","ESEA MDL Season 30 Europe"
"11116","5/2/19","Ronin Horde (4)","Nemiga (16)","d2
                      Dust2","OGA Counter PIT Season 4"
"11117","5/2/19","Nemiga (16)","Ronin Horde (7)","trn
                      Train","OGA Counter PIT Season 4"
"11118","5/2/19","Vitality (16)","Red Reserve (8)","mrg
                      Mirage","ESEA MDL Season 30 Europe"
"11119","5/2/19","x-kom (16)","Winstrike (6)","cch
                      Cache","LOOT.BET Season 1"
"11120","5/2/19","x-kom (16)","Winstrike (12)","trn
                      Train","LOOT.BET Season 1"
"11121","5/2/19","x-kom (7)","Winstrike (16)","nuke
                      Nuke","LOOT.BET Season 1"
"11122","5/2/19","HAVU (11)","LDLC (16)","cch
                      Cache","United Masters League"
"11123","5/2/19","HAVU (16)","LDLC (5)","d2
                      Dust2","United Masters League"
"11124","5/2/19","NoChance (12)","Windigo (16)","d2
                      Dust2","LOOT.BET HotShot Series Season 1"
"11125","5/2/19","Windigo (5)","NoChance (16)","ovp
                      Overpass","LOOT.BET HotShot Series Season 1"
"11126","5/2/19","Windigo (16)","NoChance (12)","inf
                      Inferno","LOOT.BET HotShot Series Season 1"
"11127","5/2/19","North (16)","AVANGAR (9)","inf
                      Inferno","GG.BET ICE Challenge"
"11128","5/2/19","AVANGAR (16)","North (13)","cch
                      Cache","GG.BET ICE Challenge"
"11129","5/2/19","North (16)","AVANGAR (12)","mrg
                      Mirage","GG.BET ICE Challenge"
